NACA0012 : [198panels,Half cosine x-spacing]
         1 -1.6653e-17                      
   0.99975  3.6583e-05                      
   0.99899  0.00014622                      
   0.99774  0.00032859                      
   0.99598  0.00058316                      
   0.99372  0.00090917                      
   0.99096   0.0013057                      
   0.98771   0.0017715                      
   0.98397   0.0023053                      
   0.97975   0.0029056                      
   0.97504   0.0035707                      
   0.96985   0.0042987                      
   0.96418   0.0050877                      
   0.95805   0.0059354                      
   0.95146   0.0068396                      
   0.94442   0.0077979                      
   0.93692   0.0088079                      
   0.92899    0.009867                      
   0.92063    0.010973                      
   0.91184    0.012122                      
   0.90264    0.013312                      
   0.89303    0.014541                      
   0.88302    0.015804                      
   0.87263    0.017101                      
   0.86187    0.018426                      
   0.85074    0.019779                      
   0.83925    0.021155                      
   0.82743    0.022552                      
   0.81528    0.023967                      
    0.8028    0.025397                      
   0.79003    0.026838                      
   0.77696    0.028289                      
   0.76361    0.029745                      
      0.75    0.031204                      
   0.73614    0.032664                      
   0.72203    0.034119                      
   0.70771    0.035569                      
   0.69317    0.037009                      
   0.67844    0.038437                      
   0.66353    0.039848                      
   0.64846    0.041241                      
   0.63324    0.042611                      
   0.61788    0.043955                      
    0.6024     0.04527                      
   0.58682    0.046552                      
   0.57116    0.047798                      
   0.55542    0.049004                      
   0.53962    0.050167                      
   0.52379    0.051283                      
   0.50793    0.052349                      
   0.49207     0.05336                      
   0.47621    0.054313                      
   0.46038    0.055205                      
   0.44458    0.056032                      
   0.42884     0.05679                      
   0.41318    0.057477                      
    0.3976    0.058087                      
   0.38212    0.058619                      
   0.36676     0.05907                      
   0.35154    0.059435                      
   0.33647    0.059713                      
   0.32156      0.0599                      
   0.30683    0.059995                      
   0.29229    0.059995                      
   0.27797    0.059898                      
   0.26386    0.059703                      
      0.25    0.059407                      
   0.23639    0.059011                      
   0.22304    0.058513                      
   0.20997    0.057912                      
    0.1972    0.057209                      
   0.18472    0.056403                      
   0.17257    0.055495                      
   0.16075    0.054485                      
   0.14926    0.053376                      
   0.13813    0.052167                      
   0.12737     0.05086                      
   0.11698    0.049459                      
   0.10697    0.047963                      
  0.097365    0.046377                      
  0.088162    0.044702                      
  0.079373    0.042941                      
  0.071008    0.041097                      
  0.063075    0.039174                      
  0.055582    0.037173                      
  0.048537    0.035099                      
  0.041946    0.032954                      
  0.035816    0.030743                      
  0.030154    0.028467                      
  0.024964     0.02613                      
  0.020254    0.023736                      
  0.016026    0.021286                      
  0.012285    0.018784                      
 0.0090357    0.016233                      
 0.0062806    0.013634                      
 0.0040226    0.010991                      
  0.002264    0.008304                      
 0.0010067   0.0055757                      
0.00025173   0.0028073                      
         0           0                      
0.00025173  -0.0028073                      
 0.0010067  -0.0055757                      
  0.002264   -0.008304                      
 0.0040226   -0.010991                      
 0.0062806   -0.013634                      
 0.0090357   -0.016233                      
  0.012285   -0.018784                      
  0.016026   -0.021286                      
  0.020254   -0.023736                      
  0.024964    -0.02613                      
  0.030154   -0.028467                      
  0.035816   -0.030743                      
  0.041946   -0.032954                      
  0.048537   -0.035099                      
  0.055582   -0.037173                      
  0.063075   -0.039174                      
  0.071008   -0.041097                      
  0.079373   -0.042941                      
  0.088162   -0.044702                      
  0.097365   -0.046377                      
   0.10697   -0.047963                      
   0.11698   -0.049459                      
   0.12737    -0.05086                      
   0.13813   -0.052167                      
   0.14926   -0.053376                      
   0.16075   -0.054485                      
   0.17257   -0.055495                      
   0.18472   -0.056403                      
    0.1972   -0.057209                      
   0.20997   -0.057912                      
   0.22304   -0.058513                      
   0.23639   -0.059011                      
      0.25   -0.059407                      
   0.26386   -0.059703                      
   0.27797   -0.059898                      
   0.29229   -0.059995                      
   0.30683   -0.059995                      
   0.32156     -0.0599                      
   0.33647   -0.059713                      
   0.35154   -0.059435                      
   0.36676    -0.05907                      
   0.38212   -0.058619                      
    0.3976   -0.058087                      
   0.41318   -0.057477                      
   0.42884    -0.05679                      
   0.44458   -0.056032                      
   0.46038   -0.055205                      
   0.47621   -0.054313                      
   0.49207    -0.05336                      
   0.50793   -0.052349                      
   0.52379   -0.051283                      
   0.53962   -0.050167                      
   0.55542   -0.049004                      
   0.57116   -0.047798                      
   0.58682   -0.046552                      
    0.6024    -0.04527                      
   0.61788   -0.043955                      
   0.63324   -0.042611                      
   0.64846   -0.041241                      
   0.66353   -0.039848                      
   0.67844   -0.038437                      
   0.69317   -0.037009                      
   0.70771   -0.035569                      
   0.72203   -0.034119                      
   0.73614   -0.032664                      
      0.75   -0.031204                      
   0.76361   -0.029745                      
   0.77696   -0.028289                      
   0.79003   -0.026838                      
    0.8028   -0.025397                      
   0.81528   -0.023967                      
   0.82743   -0.022552                      
   0.83925   -0.021155                      
   0.85074   -0.019779                      
   0.86187   -0.018426                      
   0.87263   -0.017101                      
   0.88302   -0.015804                      
   0.89303   -0.014541                      
   0.90264   -0.013312                      
   0.91184   -0.012122                      
   0.92063   -0.010973                      
   0.92899   -0.009867                      
   0.93692  -0.0088079                      
   0.94442  -0.0077979                      
   0.95146  -0.0068396                      
   0.95805  -0.0059354                      
   0.96418  -0.0050877                      
   0.96985  -0.0042987                      
   0.97504  -0.0035707                      
   0.97975  -0.0029056                      
   0.98397  -0.0023053                      
   0.98771  -0.0017715                      
   0.99096  -0.0013057                      
   0.99372 -0.00090917                      
   0.99598 -0.00058316                      
   0.99774 -0.00032859                      
   0.99899 -0.00014622                      
   0.99975 -3.6583e-05                      
         1  1.6653e-17                      
